2026-02-24T11:18:04.022381509Z [inf]  Starting Container
2026-02-24T11:18:38.296412481Z [err]  2026-02-24 11:18:33,465 - httpcore.http11 - DEBUG - send_request_body.complete
2026-02-24T11:18:38.296417964Z [err]  2026-02-24 11:18:33,465 - httpcore.http11 - DEBUG - send_request_headers.started request=<Request [b'GET']>
2026-02-24T11:18:38.296425442Z [err]  2026-02-24 11:18:33,465 - httpcore.http11 - DEBUG - send_request_body.complete
2026-02-24T11:18:38.296431708Z [err]  2026-02-24 11:18:33,465 - httpcore.http11 - DEBUG - receive_response_headers.started request=<Request [b'GET']>
2026-02-24T11:18:38.296436864Z [err]  2026-02-24 11:18:33,465 - httpcore.http11 - DEBUG - receive_response_headers.started request=<Request [b'GET']>
2026-02-24T11:18:38.296442227Z [err]  2026-02-24 11:18:33,466 - httpcore.http11 - DEBUG - send_request_headers.complete
2026-02-24T11:18:38.296447273Z [err]  2026-02-24 11:18:33,466 - httpcore.http11 - DEBUG - send_request_body.started request=<Request [b'GET']>
2026-02-24T11:18:38.296453574Z [err]  2026-02-24 11:18:33,466 - httpcore.http11 - DEBUG - send_request_body.complete
2026-02-24T11:18:38.296459231Z [err]  2026-02-24 11:18:33,466 - httpcore.http11 - DEBUG - receive_response_headers.started request=<Request [b'GET']>
2026-02-24T11:18:38.296464642Z [err]  2026-02-24 11:18:33,813 - httpcore.http11 - DEBUG - receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Date', b'Tue, 24 Feb 2026 11:18:33 GMT'), (b'Content-Type', b'application/json; charset=utf-8'), (b'Content-Length', b'2'), (b'Connection', b'keep-alive'), (b'Server', b'cloudflare'), (b'Content-Range', b'*/*'), (b'CF-Ray', b'9d2e901b1a6cb8f0-AMS'), (b'CF-Cache-Status', b'DYNAMIC'), (b'Content-Location', b'/doctor_templates?access_level=eq.use&doctor_id=eq.da838cda-47f9-494f-9dcd-6072e7e96d47&is_active=eq.True&select=template_id%2Caccess_level%2Cis_active%2Ctemplates%28id%2Ctemplate_code%2Ctemplate_name%2Cdescription%2Cconsultation_type_id%2Cis_active%2Cis_default%2Cuse_case%2Cspecialization%2Chospital_id%2Cdoctor_id%2Cestimated_extraction_time_seconds%2Ccreated_at%2Cupdated_at%29'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'X-Content-Type-Options', b'nosniff'), (b'content-profile', b'public'), (b'sb-gateway-version', b'1'), (b'sb-project-ref', b'sicvgpofrpzchnjuaqxa'), (b'sb-request-id', b'019c8f5f-4cf6-7509-a524-a8dba914844e'), (b'x-envoy-attempt-count', b'1'), (b'x-envoy-upstream-service-time', b'6'), (b'Vary', b'Accept-Encoding'), (b'alt-svc', b'h3=":443"; ma=86400')])
2026-02-24T11:18:38.298958370Z [err]  2026-02-24 11:18:33,813 - httpx - INFO - HTTP Request: GET https://sicvgpofrpzchnjuaqxa.supabase.co/rest/v1/doctor_templates?select=template_id%2Caccess_level%2Cis_active%2Ctemplates%28id%2Ctemplate_code%2Ctemplate_name%2Cdescription%2Cconsultation_type_id%2Cis_active%2Cis_default%2Cuse_case%2Cspecialization%2Chospital_id%2Cdoctor_id%2Cestimated_extraction_time_seconds%2Ccreated_at%2Cupdated_at%29&doctor_id=eq.da838cda-47f9-494f-9dcd-6072e7e96d47&is_active=eq.True&access_level=eq.use "HTTP/1.1 200 OK"
2026-02-24T11:18:38.298964769Z [err]  2026-02-24 11:18:33,814 - httpcore.http11 - DEBUG - receive_response_body.started request=<Request [b'GET']>
2026-02-24T11:18:38.298970421Z [err]  2026-02-24 11:18:33,814 - httpcore.http11 - DEBUG - receive_response_body.complete
2026-02-24T11:18:38.298974265Z [err]  2026-02-24 11:18:33,814 - httpcore.http11 - DEBUG - response_closed.started
2026-02-24T11:18:38.298978478Z [err]  2026-02-24 11:18:33,814 - httpcore.http11 - DEBUG - response_closed.complete
2026-02-24T11:18:38.298982466Z [err]  2026-02-24 11:18:34,400 - httpcore.http11 - DEBUG - receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Date', b'Tue, 24 Feb 2026 11:18:34 GMT'), (b'Content-Type', b'application/json; charset=utf-8'), (b'Transfer-Encoding', b'chunked'), (b'Connection', b'keep-alive'), (b'Server', b'cloudflare'), (b'Content-Range', b'0-7/*'), (b'CF-Ray', b'9d2e901b2fc3fe93-AMS'), (b'CF-Cache-Status', b'DYNAMIC'), (b'Content-Encoding', b'gzip'), (b'Content-Location', b'/templates?doctor_id=is.null&is_active=eq.True&select=id%2Ctemplate_code%2Ctemplate_name%2Cdescription%2Cconsultation_type_id%2Cis_active%2Cis_default%2Cuse_case%2Cspecialization%2Chospital_id%2Cdoctor_id%2Cestimated_extraction_time_seconds%2Ccreated_at%2Cupdated_at'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'Vary', b'Accept-Encoding'), (b'X-Content-Type-Options', b'nosniff'), (b'content-profile', b'public'), (b'sb-gateway-version', b'1'), (b'sb-project-ref', b'sicvgpofrpzchnjuaqxa'), (b'sb-request-id', b'019c8f5f-4d01-7082-b5f2-c8840970ac5d'), (b'x-envoy-attempt-count', b'1'), (b'x-envoy-upstream-service-time', b'5'), (b'alt-svc', b'h3=":443"; ma=86400')])
2026-02-24T11:18:38.301175249Z [err]  2026-02-24 11:18:34,401 - httpx - INFO - HTTP Request: GET https://sicvgpofrpzchnjuaqxa.supabase.co/rest/v1/templates?select=id%2Ctemplate_code%2Ctemplate_name%2Cdescription%2Cconsultation_type_id%2Cis_active%2Cis_default%2Cuse_case%2Cspecialization%2Chospital_id%2Cdoctor_id%2Cestimated_extraction_time_seconds%2Ccreated_at%2Cupdated_at&doctor_id=is.null&is_active=eq.True "HTTP/1.1 200 OK"
2026-02-24T11:18:38.301183969Z [err]  2026-02-24 11:18:34,401 - httpcore.http11 - DEBUG - receive_response_body.started request=<Request [b'GET']>
2026-02-24T11:18:38.301189634Z [err]  2026-02-24 11:18:34,401 - httpcore.http11 - DEBUG - receive_response_body.complete
2026-02-24T11:18:38.301195617Z [err]  2026-02-24 11:18:34,401 - httpcore.http11 - DEBUG - response_closed.started
2026-02-24T11:18:38.301202071Z [err]  2026-02-24 11:18:34,401 - httpcore.http11 - DEBUG - response_closed.complete
2026-02-24T11:18:38.301208335Z [err]  2026-02-24 11:18:34,405 - httpcore.http11 - DEBUG - receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Date', b'Tue, 24 Feb 2026 11:18:34 GMT'), (b'Content-Type', b'application/json; charset=utf-8'), (b'Transfer-Encoding', b'chunked'), (b'Connection', b'keep-alive'), (b'Server', b'cloudflare'), (b'Content-Range', b'0-26/*'), (b'CF-Ray', b'9d2e901b28362d00-AMS'), (b'CF-Cache-Status', b'DYNAMIC'), (b'Content-Encoding', b'gzip'), (b'Content-Location', b'/consultation_types?is_active=eq.True&order=display_order.asc&select=%2A'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'Vary', b'Accept-Encoding'), (b'X-Content-Type-Options', b'nosniff'), (b'content-profile', b'public'), (b'sb-gateway-version', b'1'), (b'sb-project-ref', b'sicvgpofrpzchnjuaqxa'), (b'sb-request-id', b'019c8f5f-4d03-7cc3-8fef-fe6c34f567ad'), (b'x-envoy-attempt-count', b'1'), (b'x-envoy-upstream-service-time', b'3'), (b'alt-svc', b'h3=":443"; ma=86400')])
2026-02-24T11:18:38.301214466Z [err]  2026-02-24 11:18:34,406 - httpx - INFO - HTTP Request: GET https://sicvgpofrpzchnjuaqxa.supabase.co/rest/v1/consultation_types?select=%2A&is_active=eq.True&order=display_order.asc "HTTP/1.1 200 OK"
2026-02-24T11:18:38.303567051Z [err]  2026-02-24 11:18:34,406 - httpcore.http11 - DEBUG - receive_response_body.started request=<Request [b'GET']>
2026-02-24T11:18:38.303573882Z [err]  2026-02-24 11:18:34,407 - httpcore.http11 - DEBUG - receive_response_body.complete
2026-02-24T11:18:38.303578298Z [err]  2026-02-24 11:18:34,407 - httpcore.http11 - DEBUG - response_closed.started
2026-02-24T11:18:38.303582455Z [err]  2026-02-24 11:18:34,407 - httpcore.http11 - DEBUG - response_closed.complete
2026-02-24T11:18:38.303586663Z [err]  2026-02-24 11:18:34,421 - httpcore.http11 - DEBUG - receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Date', b'Tue, 24 Feb 2026 11:18:34 GMT'), (b'Content-Type', b'application/json; charset=utf-8'), (b'Content-Length', b'2'), (b'Connection', b'keep-alive'), (b'Server', b'cloudflare'), (b'Content-Range', b'*/*'), (b'CF-Ray', b'9d2e901b2b2e5286-AMS'), (b'CF-Cache-Status', b'DYNAMIC'), (b'Content-Location', b'/templates?doctor_id=eq.da838cda-47f9-494f-9dcd-6072e7e96d47&is_active=eq.True&select=id%2Ctemplate_code%2Ctemplate_name%2Cdescription%2Cconsultation_type_id%2Cis_active%2Cis_default%2Cuse_case%2Cspecialization%2Chospital_id%2Cdoctor_id%2Cestimated_extraction_time_seconds%2Ccreated_at%2Cupdated_at'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'X-Content-Type-Options', b'nosniff'), (b'content-profile', b'public'), (b'sb-gateway-version', b'1'), (b'sb-project-ref', b'sicvgpofrpzchnjuaqxa'), (b'sb-request-id', b'019c8f5f-4d03-7124-bf5a-419de932b4e5'), (b'x-envoy-attempt-count', b'1'), (b'x-envoy-upstream-service-time', b'4'), (b'Vary', b'Accept-Encoding'), (b'alt-svc', b'h3=":443"; ma=86400')])
2026-02-24T11:18:38.303591204Z [err]  2026-02-24 11:18:34,421 - httpx - INFO - HTTP Request: GET https://sicvgpofrpzchnjuaqxa.supabase.co/rest/v1/templates?select=id%2Ctemplate_code%2Ctemplate_name%2Cdescription%2Cconsultation_type_id%2Cis_active%2Cis_default%2Cuse_case%2Cspecialization%2Chospital_id%2Cdoctor_id%2Cestimated_extraction_time_seconds%2Ccreated_at%2Cupdated_at&doctor_id=eq.da838cda-47f9-494f-9dcd-6072e7e96d47&is_active=eq.True "HTTP/1.1 200 OK"
2026-02-24T11:18:38.306152009Z [err]  2026-02-24 11:18:34,426 - httpcore.http11 - DEBUG - send_request_body.started request=<Request [b'POST']>
2026-02-24T11:18:38.306168510Z [err]  2026-02-24 11:18:34,426 - httpcore.http11 - DEBUG - send_request_body.complete
2026-02-24T11:18:38.306172463Z [err]  2026-02-24 11:18:34,421 - httpcore.http11 - DEBUG - receive_response_body.started request=<Request [b'GET']>
2026-02-24T11:18:38.306177790Z [err]  2026-02-24 11:18:34,421 - httpcore.http11 - DEBUG - receive_response_body.complete
2026-02-24T11:18:38.306178257Z [err]  2026-02-24 11:18:34,426 - httpcore.http11 - DEBUG - receive_response_headers.started request=<Request [b'POST']>
2026-02-24T11:18:38.306183582Z [err]  2026-02-24 11:18:34,421 - httpcore.http11 - DEBUG - response_closed.started
2026-02-24T11:18:38.306184571Z [err]  2026-02-24 11:18:34,786 - httpcore.http11 - DEBUG - receive_response_headers.complete return_value=(b'HTTP/1.1', 201, b'Created', [(b'Date', b'Tue, 24 Feb 2026 11:18:34 GMT'), (b'Content-Type', b'application/json; charset=utf-8'), (b'Transfer-Encoding', b'chunked'), (b'Connection', b'keep-alive'), (b'Server', b'cloudflare'), (b'Content-Range', b'*/*'), (b'CF-Ray', b'9d2e9021285fb8f0-AMS'), (b'CF-Cache-Status', b'DYNAMIC'), (b'Content-Encoding', b'gzip'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'Vary', b'Accept-Encoding'), (b'X-Content-Type-Options', b'nosniff'), (b'content-profile', b'public'), (b'preference-applied', b'return=representation'), (b'sb-gateway-version', b'1'), (b'sb-project-ref', b'sicvgpofrpzchnjuaqxa'), (b'sb-request-id', b'019c8f5f-50c7-7687-88ac-1ef6edcbee75'), (b'x-envoy-attempt-count', b'1'), (b'x-envoy-upstream-service-time', b'4'), (b'alt-svc', b'h3=":443"; ma=86400')])
2026-02-24T11:18:38.306189139Z [err]  2026-02-24 11:18:34,422 - httpcore.http11 - DEBUG - response_closed.complete
2026-02-24T11:18:38.306194074Z [err]  2026-02-24 11:18:34,422 - services.supabase_service - DEBUG - [GET_TEMPLATES] filter_type='doctor', doctor_id=da838cda-47f9-494f-9dcd-6072e7e96d47, consultation_type_id=None, templates=8
2026-02-24T11:18:38.306198919Z [err]  2026-02-24 11:18:34,425 - httpcore.http11 - DEBUG - send_request_headers.started request=<Request [b'POST']>
2026-02-24T11:18:38.306203340Z [err]  2026-02-24 11:18:34,426 - httpcore.http11 - DEBUG - send_request_headers.complete
2026-02-24T11:18:38.307663133Z [err]  2026-02-24 11:18:34,786 - httpx - INFO - HTTP Request: POST https://sicvgpofrpzchnjuaqxa.supabase.co/rest/v1/api_client_usage "HTTP/1.1 201 Created"
2026-02-24T11:18:38.307670781Z [err]  2026-02-24 11:18:34,786 - httpcore.http11 - DEBUG - receive_response_body.started request=<Request [b'POST']>
2026-02-24T11:18:38.307676089Z [err]  2026-02-24 11:18:34,786 - httpcore.http11 - DEBUG - receive_response_body.complete
2026-02-24T11:18:38.307680780Z [err]  2026-02-24 11:18:34,786 - httpcore.http11 - DEBUG - response_closed.started
2026-02-24T11:18:38.307687240Z [err]  2026-02-24 11:18:34,786 - httpcore.http11 - DEBUG - response_closed.complete
2026-02-24T11:18:38.307693908Z [inf]  INFO:     100.64.0.2:22616 - "GET /api/v1/summary/templates?doctor_id=da838cda-47f9-494f-9dcd-6072e7e96d47&filter_type=doctor HTTP/1.1" 200 OK
2026-02-24T11:18:41.928169779Z [inf]  INFO:     100.64.0.2:36652 - "OPTIONS /api/v1/option1/recording/start HTTP/1.1" 200 OK
2026-02-24T11:18:42.034018486Z [err]  2026-02-24 11:18:42,028 - httpcore.http11 - DEBUG - send_request_headers.started request=<Request [b'GET']>
2026-02-24T11:18:42.034025475Z [err]  2026-02-24 11:18:42,028 - httpcore.http11 - DEBUG - send_request_headers.complete
2026-02-24T11:18:42.034031769Z [err]  2026-02-24 11:18:42,028 - httpcore.http11 - DEBUG - send_request_body.started request=<Request [b'GET']>
2026-02-24T11:18:42.034037387Z [err]  2026-02-24 11:18:42,028 - httpcore.http11 - DEBUG - send_request_body.complete
2026-02-24T11:18:42.034043503Z [err]  2026-02-24 11:18:42,028 - httpcore.http11 - DEBUG - receive_response_headers.started request=<Request [b'GET']>
2026-02-24T11:18:42.959716592Z [err]  2026-02-24 11:18:42,401 - httpcore.http11 - DEBUG - receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Date', b'Tue, 24 Feb 2026 11:18:42 GMT'), (b'Content-Type', b'application/json; charset=utf-8'), (b'Transfer-Encoding', b'chunked'), (b'Connection', b'keep-alive'), (b'Server', b'cloudflare'), (b'Content-Range', b'0-0/*'), (b'CF-Ray', b'9d2e9050bf77b8f0-AMS'), (b'CF-Cache-Status', b'DYNAMIC'), (b'Content-Encoding', b'gzip'), (b'Content-Location', b'/api_clients?api_key_prefix=eq.ehr_xm6g&is_active=eq.True&select=%2A'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'Vary', b'Accept-Encoding'), (b'X-Content-Type-Options', b'nosniff'), (b'content-profile', b'public'), (b'sb-gateway-version', b'1'), (b'sb-project-ref', b'sicvgpofrpzchnjuaqxa'), (b'sb-request-id', b'019c8f5f-6e7c-70a5-ab4c-14563373fc77'), (b'x-envoy-attempt-count', b'1'), (b'x-envoy-upstream-service-time', b'3'), (b'alt-svc', b'h3=":443"; ma=86400')])
2026-02-24T11:18:42.959721317Z [err]  2026-02-24 11:18:42,402 - httpx - INFO - HTTP Request: GET https://sicvgpofrpzchnjuaqxa.supabase.co/rest/v1/api_clients?select=%2A&api_key_prefix=eq.ehr_xm6g&is_active=eq.True "HTTP/1.1 200 OK"
2026-02-24T11:18:42.959728424Z [err]  2026-02-24 11:18:42,402 - httpcore.http11 - DEBUG - receive_response_body.started request=<Request [b'GET']>
2026-02-24T11:18:42.959734395Z [err]  2026-02-24 11:18:42,402 - httpcore.http11 - DEBUG - receive_response_body.complete
2026-02-24T11:18:42.959739539Z [err]  2026-02-24 11:18:42,402 - httpcore.http11 - DEBUG - response_closed.started
2026-02-24T11:18:42.959746399Z [err]  2026-02-24 11:18:42,403 - httpcore.http11 - DEBUG - response_closed.complete
2026-02-24T11:18:42.959751081Z [err]  2026-02-24 11:18:42,721 - httpcore.http11 - DEBUG - send_request_headers.started request=<Request [b'GET']>
2026-02-24T11:18:42.959756791Z [err]  2026-02-24 11:18:42,722 - httpcore.http11 - DEBUG - send_request_headers.complete
2026-02-24T11:18:42.960417649Z [err]  2026-02-24 11:18:42,722 - httpcore.http11 - DEBUG - send_request_body.started request=<Request [b'GET']>
2026-02-24T11:18:42.960423715Z [err]  2026-02-24 11:18:42,722 - httpcore.http11 - DEBUG - send_request_body.complete
2026-02-24T11:18:42.960429032Z [err]  2026-02-24 11:18:42,722 - httpcore.http11 - DEBUG - receive_response_headers.started request=<Request [b'GET']>
2026-02-24T11:18:43.087196650Z [err]  2026-02-24 11:18:43,082 - httpcore.http11 - DEBUG - receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Date', b'Tue, 24 Feb 2026 11:18:43 GMT'), (b'Content-Type', b'application/json; charset=utf-8'), (b'Content-Length', b'30'), (b'Connection', b'keep-alive'), (b'Server', b'cloudflare'), (b'Content-Range', b'0-0/*'), (b'CF-Ray', b'9d2e90550b66b8f0-AMS'), (b'CF-Cache-Status', b'DYNAMIC'), (b'Content-Location', b'/api_clients?id=eq.9a3b97e0-ce16-4418-8dd3-185aaeb30b9f&select=rate_limit_per_hour'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'X-Content-Type-Options', b'nosniff'), (b'content-profile', b'public'), (b'sb-gateway-version', b'1'), (b'sb-project-ref', b'sicvgpofrpzchnjuaqxa'), (b'sb-request-id', b'019c8f5f-712d-7546-9a72-d67589b00a22'), (b'x-envoy-attempt-count', b'1'), (b'x-envoy-upstream-service-time', b'2'), (b'Vary', b'Accept-Encoding'), (b'alt-svc', b'h3=":443"; ma=86400')])
2026-02-24T11:18:43.087205105Z [err]  2026-02-24 11:18:43,083 - httpx - INFO - HTTP Request: GET https://sicvgpofrpzchnjuaqxa.supabase.co/rest/v1/api_clients?select=rate_limit_per_hour&id=eq.9a3b97e0-ce16-4418-8dd3-185aaeb30b9f "HTTP/1.1 200 OK"
2026-02-24T11:18:43.087211467Z [err]  2026-02-24 11:18:43,083 - httpcore.http11 - DEBUG - receive_response_body.started request=<Request [b'GET']>
2026-02-24T11:18:43.087217658Z [err]  2026-02-24 11:18:43,083 - httpcore.http11 - DEBUG - receive_response_body.complete
2026-02-24T11:18:43.087223821Z [err]  2026-02-24 11:18:43,083 - httpcore.http11 - DEBUG - response_closed.started
2026-02-24T11:18:43.087229869Z [err]  2026-02-24 11:18:43,083 - httpcore.http11 - DEBUG - response_closed.complete
2026-02-24T11:18:43.087235865Z [err]  2026-02-24 11:18:43,084 - httpcore.http11 - DEBUG - send_request_headers.started request=<Request [b'POST']>
2026-02-24T11:18:43.087243251Z [err]  2026-02-24 11:18:43,084 - httpcore.http11 - DEBUG - send_request_headers.complete
2026-02-24T11:18:43.090178402Z [err]  2026-02-24 11:18:43,084 - httpcore.http11 - DEBUG - send_request_body.started request=<Request [b'POST']>
2026-02-24T11:18:43.090184707Z [err]  2026-02-24 11:18:43,084 - httpcore.http11 - DEBUG - send_request_body.complete
2026-02-24T11:18:43.090190390Z [err]  2026-02-24 11:18:43,084 - httpcore.http11 - DEBUG - receive_response_headers.started request=<Request [b'POST']>
2026-02-24T11:18:44.047344505Z [err]  2026-02-24 11:18:43,450 - httpcore.http11 - DEBUG - response_closed.started
2026-02-24T11:18:44.047353238Z [err]  2026-02-24 11:18:43,450 - httpcore.http11 - DEBUG - response_closed.complete
2026-02-24T11:18:44.047358925Z [err]  2026-02-24 11:18:43,455 - routers.recording_session - INFO - [START_RECORDING] Request: template_code=CARDIO_INITIAL, template_name=Cardio Initial Assessment, doctor=da838cda-47f9-494f-9dcd-6072e7e96d47, patient=202404120080, mode=default, extraction_mode=full
2026-02-24T11:18:44.047363741Z [err]  2026-02-24 11:18:43,456 - httpcore.http11 - DEBUG - send_request_headers.started request=<Request [b'GET']>
2026-02-24T11:18:44.047429376Z [err]  2026-02-24 11:18:43,449 - httpcore.http11 - DEBUG - receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Date', b'Tue, 24 Feb 2026 11:18:43 GMT'), (b'Content-Type', b'application/json; charset=utf-8'), (b'Content-Length', b'1'), (b'Connection', b'keep-alive'), (b'Server', b'cloudflare'), (b'Content-Range', b'0-0/*'), (b'CF-Ray', b'9d2e90574da5b8f0-AMS'), (b'CF-Cache-Status', b'DYNAMIC'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'X-Content-Type-Options', b'nosniff'), (b'content-profile', b'public'), (b'sb-gateway-version', b'1'), (b'sb-project-ref', b'sicvgpofrpzchnjuaqxa'), (b'sb-request-id', b'019c8f5f-7299-7884-a22a-1ae303b9d369'), (b'x-envoy-attempt-count', b'1'), (b'x-envoy-upstream-service-time', b'2'), (b'Vary', b'Accept-Encoding'), (b'alt-svc', b'h3=":443"; ma=86400')])
